age,workClass,education,educationNum,maritalStatus,occupation,race,sex,hoursPerWeek,nativeCountry,income
26,Private,HS-grad,9,Married,Other-service,White,Male,40,United-States,<=50K
33,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
46,Local-gov,11th,7,Married,Transport-moving,White,Male,30,United-States,<=50K
59,?,Bachelors,13,Married,?,White,Male,40,United-States,>50K
38,Federal-gov,HS-grad,9,Married,Adm-clerical,White,Male,40,United-States,>50K
65,Private,11th,7,Devorced,Other-service,Brown,Male,40,United-States,<=50K
40,Private,Assoc-voc,11,Married,Tech-support,White,Male,40,United-States,>50K
42,Private,HS-grad,9,Married,Adm-clerical,White,Female,35,United-States,<=50K
26,Self-emp-not-inc,9th,5,Married,Craft-repair,White,Male,40,Portugal,<=50K
36,Private,10th,6,Married,Other-service,White,Female,24,United-States,<=50K
62,Private,Masters,14,Married,Prof-specialty,White,Male,40,United-States,>50K
43,Private,Bachelors,13,Married,Transport-moving,White,Male,45,United-States,<=50K
43,Private,Bachelors,13,Married,Exec-managerial,White,Male,45,United-States,>50K
22,Private,HS-grad,9,Married,Sales,White,Male,55,United-States,<=50K
28,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
56,Self-emp-not-inc,Some-college,10,Married,Sales,White,Male,45,United-States,<=50K
22,Private,Assoc-acdm,12,Single,Sales,White,Female,15,United-States,<=50K
57,Private,Bachelors,13,Married,Exec-managerial,White,Female,45,United-States,>50K
39,Private,HS-grad,9,Married,Sales,White,Female,40,United-States,<=50K
26,Federal-gov,Some-college,10,Single,Adm-clerical,White,Female,15,United-States,<=50K
17,Private,11th,7,Single,Other-service,White,Male,10,United-States,<=50K
40,State-gov,Assoc-voc,11,Married,Machine-op-inspct,White,Male,38,United-States,>50K
45,Private,HS-grad,9,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K
44,Private,HS-grad,9,Single,Craft-repair,Black,Male,40,United-States,<=50K
20,Local-gov,Some-college,10,Single,Adm-clerical,White,Female,10,United-States,<=50K
33,Private,HS-grad,9,Married,Craft-repair,White,Female,40,United-States,<=50K
23,Private,Some-college,10,Single,Sales,White,Male,40,United-States,<=50K
46,Self-emp-not-inc,Masters,14,Married,Exec-managerial,White,Male,30,United-States,<=50K
38,Private,HS-grad,9,Married,Sales,White,Male,50,United-States,<=50K
54,Private,HS-grad,9,Married,Transport-moving,White,Male,40,United-States,<=50K
46,Private,5th-6th,3,Married,Craft-repair,White,Female,45,United-States,<=50K
25,Private,Some-college,10,Married,Craft-repair,White,Male,40,United-States,<=50K
46,Private,Some-college,10,Married,Sales,White,Female,40,United-States,<=50K
36,Local-gov,Some-college,10,Married,Transport-moving,White,Female,40,United-States,<=50K
23,Private,HS-grad,9,Single,Other-service,White,Female,25,United-States,<=50K
29,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
44,Private,Some-college,10,Married,Adm-clerical,White,Female,6,United-States,>50K
19,Private,Some-college,10,Single,Adm-clerical,White,Female,16,United-States,<=50K
19,Private,HS-grad,9,Single,Other-service,White,Female,40,United-States,<=50K
35,Private,HS-grad,9,Married,Other-service,White,Female,40,United-States,>50K
27,Private,Bachelors,13,Single,Craft-repair,White,Male,50,United-States,<=50K
46,Self-emp-not-inc,Assoc-acdm,12,Married,Craft-repair,White,Male,40,United-States,<=50K
34,State-gov,Bachelors,13,Married,Exec-managerial,White,Male,45,?,>50K
34,Private,HS-grad,9,Single,Other-service,White,Female,35,United-States,<=50K
44,Private,Some-college,10,Married,Tech-support,White,Male,40,United-States,<=50K
45,Private,Some-college,10,Married,Handlers-cleaners,White,Female,40,United-States,<=50K
20,?,HS-grad,9,Single,?,White,Female,35,United-States,<=50K
25,Private,Bachelors,13,Married,Exec-managerial,White,Male,55,United-States,>50K
52,Self-emp-inc,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,>50K
20,Private,Some-college,10,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
28,Private,Some-college,10,Single,Other-service,White,Female,40,United-States,<=50K
50,State-gov,Bachelors,13,Married,Protective-serv,White,Male,40,United-States,>50K
34,Private,Assoc-voc,11,Married,Tech-support,White,Female,64,United-States,<=50K
28,Private,7th-8th,4,Married,Handlers-cleaners,Brown,Male,40,Puerto-Rico,<=50K
41,Private,Masters,14,Married,Exec-managerial,White,Male,65,United-States,>50K
28,Private,HS-grad,9,Married,Adm-clerical,White,Male,40,United-States,<=50K
46,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,25,United-States,<=50K
28,?,Some-college,10,Married,?,White,Female,40,United-States,>50K
32,Private,Some-college,10,Married,Exec-managerial,White,Male,50,United-States,<=50K
41,Local-gov,Some-college,10,Married,Other-service,Black,Female,24,United-States,<=50K
24,Private,HS-grad,9,Single,Handlers-cleaners,Black,Female,40,United-States,<=50K
33,Private,Some-college,10,Married,Exec-managerial,White,Female,40,United-States,<=50K
46,Private,Doctorate,16,Married,Exec-managerial,White,Male,60,United-States,>50K
31,State-gov,Some-college,10,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
35,Private,12th,8,Married,Craft-repair,White,Male,50,United-States,>50K
52,Private,1st-4th,2,Married,Machine-op-inspct,White,Male,40,Mexico,<=50K
30,Private,11th,7,Single,Other-service,White,Female,19,United-States,<=50K
34,Local-gov,11th,7,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K
34,State-gov,HS-grad,9,Married,Transport-moving,White,Female,40,United-States,<=50K
20,Private,Some-college,10,Married,Sales,White,Male,30,United-States,<=50K
17,Private,11th,7,Single,Handlers-cleaners,White,Male,18,United-States,<=50K
32,State-gov,Bachelors,13,Married,Exec-managerial,White,Female,40,United-States,>50K
29,Private,HS-grad,9,Married,Farming-fishing,White,Male,40,United-States,<=50K
33,Private,10th,6,Single,Craft-repair,White,Female,35,United-States,<=50K
25,Private,HS-grad,9,Married,Transport-moving,White,Male,60,United-States,<=50K
36,Federal-gov,Masters,14,Single,Prof-specialty,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,72,Dominican-Republic,<=50K
63,Self-emp-inc,HS-grad,9,Married,Exec-managerial,White,Male,40,United-States,>50K
47,Local-gov,Masters,14,Married,Prof-specialty,White,Male,40,United-States,<=50K
80,?,HS-grad,9,Devorced,?,White,Male,24,United-States,<=50K
17,?,11th,7,Single,?,White,Male,40,United-States,<=50K
40,Self-emp-not-inc,Bachelors,13,Married,Prof-specialty,White,Female,40,United-States,<=50K
30,Private,Assoc-acdm,12,Married,Other-service,White,Female,25,United-States,>50K
27,Private,Some-college,10,Single,Craft-repair,Brown,Male,40,Philippines,<=50K
33,Private,Masters,14,Married,Prof-specialty,White,Male,50,United-States,>50K
34,Local-gov,HS-grad,9,Single,Farming-fishing,Black,Male,60,United-States,<=50K
34,Local-gov,Some-college,10,Single,Protective-serv,White,Female,40,United-States,<=50K
23,Private,Some-college,10,Married,Adm-clerical,White,Male,40,United-States,<=50K
42,Local-gov,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
29,Private,Bachelors,13,Single,Prof-specialty,White,Male,40,United-States,<=50K
45,Private,HS-grad,9,Married,Adm-clerical,White,Female,28,United-States,<=50K
24,Federal-gov,HS-grad,9,Single,Armed-Forces,White,Male,40,United-States,<=50K
44,Private,Some-college,10,Married,Prof-specialty,White,Male,40,United-States,>50K
27,Private,9th,5,Single,Craft-repair,White,Male,40,Mexico,<=50K
20,Private,Some-college,10,Single,Sales,White,Male,35,United-States,<=50K
44,Private,HS-grad,9,Devorced,Exec-managerial,Black,Female,40,United-States,<=50K
51,Private,HS-grad,9,Married,Craft-repair,Brown,Male,40,United-States,<=50K
20,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
17,?,11th,7,Single,?,White,Female,5,United-States,<=50K
19,Private,HS-grad,9,Single,Machine-op-inspct,Black,Female,40,United-States,<=50K
45,Self-emp-inc,Some-college,10,Married,Craft-repair,White,Male,55,United-States,>50K
60,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,>50K
42,Private,Assoc-acdm,12,Married,Exec-managerial,Black,Male,40,?,>50K
44,Self-emp-not-inc,HS-grad,9,Married,Sales,White,Female,40,United-States,>50K
40,Private,Assoc-voc,11,Married,Machine-op-inspct,Brown,Male,40,United-States,>50K
30,Private,HS-grad,9,Married,Exec-managerial,White,Female,40,United-States,<=50K
38,Private,Some-college,10,Married,Transport-moving,Black,Male,50,United-States,<=50K
23,Private,HS-grad,9,Married,Transport-moving,White,Male,60,United-States,<=50K
32,?,Some-college,10,Married,?,White,Male,40,United-States,<=50K
44,Private,Assoc-acdm,12,Single,Farming-fishing,White,Male,40,United-States,<=50K
54,Local-gov,HS-grad,9,Married,Transport-moving,Black,Male,40,United-States,<=50K
32,Private,Bachelors,13,Married,Prof-specialty,White,Male,50,United-States,<=50K
50,Private,1st-4th,2,Married,Craft-repair,White,Male,40,United-States,<=50K
24,Private,Bachelors,13,Single,Tech-support,White,Female,20,United-States,<=50K
37,Private,HS-grad,9,Married,Adm-clerical,White,Female,60,United-States,<=50K
52,Private,HS-grad,9,Married,Transport-moving,White,Male,40,United-States,<=50K
38,Private,Some-college,10,Married,Transport-moving,White,Male,40,United-States,<=50K
49,Private,Masters,14,Married,Exec-managerial,White,Male,45,United-States,>50K
30,Private,Bachelors,13,Married,Tech-support,White,Female,16,United-States,>50K
60,Private,Some-college,10,Single,Prof-specialty,White,Male,40,United-States,>50K
22,?,Some-college,10,Single,?,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Single,Transport-moving,White,Male,60,United-States,<=50K
67,Private,Assoc-voc,11,Married,Other-service,White,Female,24,United-States,<=50K
46,Private,Bachelors,13,Single,Craft-repair,White,Female,40,United-States,<=50K
17,Private,9th,5,Single,Other-service,White,Male,6,United-States,<=50K
22,Private,Some-college,10,Single,Handlers-cleaners,White,Male,30,United-States,<=50K
27,Private,10th,6,Single,Other-service,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Single,Other-service,White,Female,35,United-States,<=50K
33,Private,Assoc-acdm,12,Married,Craft-repair,White,Male,45,Portugal,<=50K
43,Self-emp-not-inc,Some-college,10,Married,Craft-repair,White,Male,20,United-States,<=50K
28,State-gov,Bachelors,13,Single,Prof-specialty,White,Male,20,United-States,<=50K
41,Private,HS-grad,9,Married,Craft-repair,White,Female,40,United-States,<=50K
52,?,12th,8,Single,?,Black,Male,40,United-States,<=50K
25,Private,Some-college,10,Married,Adm-clerical,Black,Female,20,United-States,<=50K
63,?,1st-4th,2,Married,?,White,Male,35,United-States,<=50K
59,Local-gov,HS-grad,9,Married,Transport-moving,White,Male,45,United-States,<=50K
45,Local-gov,Bachelors,13,Married,Prof-specialty,White,Female,40,United-States,<=50K
38,Private,Bachelors,13,Married,Sales,White,Male,60,United-States,>50K
40,Private,HS-grad,9,Single,Other-service,White,Female,35,United-States,<=50K
46,Federal-gov,HS-grad,9,Married,Adm-clerical,White,Male,40,United-States,<=50K
35,Private,Assoc-acdm,12,Single,Exec-managerial,White,Female,60,United-States,<=50K
34,Private,HS-grad,9,Married,Prof-specialty,White,Female,25,United-States,<=50K
33,Private,Bachelors,13,Single,Craft-repair,White,Male,20,United-States,<=50K
41,Private,HS-grad,9,Married,Adm-clerical,White,Female,36,United-States,<=50K
20,Private,Some-college,10,Single,Machine-op-inspct,White,Male,40,United-States,<=50K
23,Private,5th-6th,3,Single,Other-service,White,Male,40,El-Salvador,<=50K
26,Private,Some-college,10,Single,Prof-specialty,White,Female,35,United-States,<=50K
72,?,HS-grad,9,Married,?,White,Male,20,United-States,<=50K
23,Local-gov,HS-grad,9,Single,Farming-fishing,White,Male,40,Poland,<=50K
62,Local-gov,HS-grad,9,Married,Transport-moving,White,Male,40,United-States,<=50K
52,Private,Some-college,10,Married,Adm-clerical,White,Male,40,United-States,<=50K
58,Private,Some-college,10,Married,Other-service,White,Female,42,France,<=50K
25,Private,Bachelors,13,Single,Sales,White,Female,40,United-States,<=50K
24,Private,Bachelors,13,Single,Exec-managerial,Black,Male,40,United-States,<=50K
19,Private,Some-college,10,Single,Protective-serv,White,Male,8,United-States,<=50K
43,Private,Some-college,10,Married,Exec-managerial,White,Male,40,United-States,<=50K
47,Local-gov,HS-grad,9,Married,Adm-clerical,Black,Female,40,United-States,<=50K
39,Private,HS-grad,9,Married,Other-service,White,Female,40,United-States,<=50K
49,Private,Assoc-voc,11,Married,Handlers-cleaners,White,Male,42,United-States,<=50K
53,?,5th-6th,3,Devorced,?,Black,Female,30,United-States,<=50K
32,Private,Assoc-voc,11,Single,Craft-repair,White,Male,45,United-States,<=50K
34,Private,Some-college,10,Married,Prof-specialty,White,Male,50,United-States,>50K
28,Private,HS-grad,9,Married,Craft-repair,White,Male,45,United-States,<=50K
57,?,Assoc-voc,11,Devorced,?,White,Female,38,United-States,<=50K
25,Private,Some-college,10,Single,Adm-clerical,Brown,Female,20,United-States,<=50K
20,?,Some-college,10,Single,?,White,Male,24,United-States,<=50K
21,?,Some-college,10,Single,?,White,Female,35,United-States,<=50K
34,Private,Bachelors,13,Married,Prof-specialty,White,Male,50,United-States,>50K
38,Self-emp-inc,Bachelors,13,Married,Exec-managerial,White,Male,80,United-States,>50K
50,Private,HS-grad,9,Married,Exec-managerial,White,Male,50,United-States,>50K
24,Local-gov,Some-college,10,Married,Handlers-cleaners,Black,Male,50,United-States,<=50K
37,Local-gov,Some-college,10,Married,Tech-support,White,Male,45,United-States,>50K
44,Private,Some-college,10,Married,Machine-op-inspct,White,Male,58,United-States,>50K
28,Private,Some-college,10,Married,Sales,White,Female,40,United-States,<=50K
42,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
74,Private,Some-college,10,Married,Adm-clerical,White,Female,9,United-States,<=50K
38,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,50,United-States,<=50K
44,Self-emp-not-inc,Masters,14,Married,Prof-specialty,White,Male,40,United-States,<=50K
44,Private,11th,7,Married,Machine-op-inspct,Brown,Female,46,Puerto-Rico,<=50K
26,Private,HS-grad,9,Single,Machine-op-inspct,White,Male,40,United-States,<=50K
36,Private,HS-grad,9,Married,Other-service,Black,Male,40,United-States,<=50K
41,Private,Assoc-acdm,12,Married,Exec-managerial,White,Female,50,United-States,>50K
67,Private,Prof-school,15,Married,Prof-specialty,White,Male,48,United-States,>50K
39,Local-gov,12th,8,Married,Tech-support,White,Male,50,United-States,<=50K
57,Private,1st-4th,2,Devorced,Priv-house-serv,Black,Female,30,United-States,<=50K
29,Private,Assoc-voc,11,Married,Craft-repair,White,Male,40,United-States,<=50K
31,Self-emp-inc,Bachelors,13,Single,Farming-fishing,White,Female,45,United-States,<=50K
34,?,HS-grad,9,Single,?,Black,Female,40,United-States,<=50K
44,Private,Some-college,10,Married,Transport-moving,White,Male,40,United-States,<=50K
29,Private,Doctorate,16,Single,Prof-specialty,White,Male,40,United-States,<=50K
30,Private,Some-college,10,Single,Handlers-cleaners,White,Female,40,United-States,<=50K
27,Private,HS-grad,9,Single,Transport-moving,White,Male,40,United-States,<=50K
27,Private,Some-college,10,Married,Sales,White,Male,50,United-States,<=50K
32,Private,HS-grad,9,Single,Handlers-cleaners,White,Female,45,United-States,<=50K
58,Private,10th,6,Married,Other-service,White,Female,8,United-States,<=50K
35,Local-gov,Some-college,10,Married,Protective-serv,White,Male,40,United-States,<=50K
21,Private,HS-grad,9,Single,Handlers-cleaners,White,Male,36,United-States,<=50K
28,Private,Some-college,10,Single,Craft-repair,White,Male,40,United-States,<=50K
46,Self-emp-not-inc,Some-college,10,Married,Exec-managerial,White,Male,50,United-States,<=50K
36,Self-emp-not-inc,HS-grad,9,Married,Other-service,White,Female,40,United-States,<=50K
72,Private,11th,7,Devorced,Adm-clerical,White,Female,40,United-States,<=50K
35,Private,HS-grad,9,Married,Machine-op-inspct,Black,Female,40,United-States,<=50K
33,Federal-gov,Assoc-voc,11,Married,Craft-repair,Black,Female,40,United-States,>50K
69,Private,11th,7,Single,Machine-op-inspct,White,Female,40,United-States,<=50K
35,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married,Adm-clerical,White,Female,20,?,<=50K
34,Private,HS-grad,9,Married,Tech-support,White,Female,32,United-States,<=50K
30,Private,11th,7,Married,Other-service,White,Male,40,Mexico,<=50K
28,Private,Bachelors,13,Single,Transport-moving,White,Male,55,United-States,<=50K
54,Private,Bachelors,13,Married,Sales,White,Male,35,United-States,>50K
47,Private,Some-college,10,Married,Prof-specialty,White,Male,50,United-States,>50K
24,Private,HS-grad,9,Single,Handlers-cleaners,Black,Female,40,United-States,<=50K
52,Self-emp-not-inc,Bachelors,13,Married,Prof-specialty,White,Male,60,United-States,>50K
20,Private,HS-grad,9,Single,Handlers-cleaners,Brown,Male,48,United-States,<=50K
43,Self-emp-inc,Masters,14,Married,Exec-managerial,White,Male,45,United-States,<=50K
45,Private,7th-8th,4,Married,Other-service,White,Female,40,Mexico,<=50K
29,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,35,United-States,<=50K
47,Private,Masters,14,Married,Exec-managerial,White,Male,42,United-States,<=50K
24,Private,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married,Prof-specialty,White,Male,40,United-States,<=50K
17,Private,11th,7,Single,Sales,White,Male,12,United-States,<=50K
37,Private,Assoc-voc,11,Married,Craft-repair,White,Male,40,United-States,>50K
